n,positive_rate,threshold,accuracy,macro_f1,precision,recall,f1_positive,roc_auc,pr_auc,brier,tn,fp,fn,tp,horizon_s,variant,feature_set,test_session,model,calibration_source,calibration_method,fit_rows,calibration_rows,test_rows,fit_s,infer_ms_row,n_used_features,removed_all_missing_features
2148,0.04888268156424581,0.16000000000000003,0.9674115456238361,0.8490816019271303,0.624113475177305,0.8380952380952381,0.7154471544715447,0.984229541057735,0.6538820087317507,0.025299001021593676,1990,53,17,88,5,annotated_sessions,full_graph,S1_LOW_SOC_STRESS,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,3116,781,2148,0.46070499999041203,0.0036125465508553005,43,command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,5.8341922128873926e-05,387,0,0,0,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.017575874997419305,0.008630490982459825,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.42000000000000004,1.0,0.5,0.0,0.0,0.0,,,5.7617417571032625e-11,387,0,0,0,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.19845350000832696,0.09755340312458383,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.4800000000000001,1.0,0.5,0.0,0.0,0.0,,,1.3485930409190504e-08,387,0,0,0,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.3195819999964442,0.0982548449581335,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.4000000000000001,1.0,0.5,0.0,0.0,0.0,,,2.082241519119256e-05,387,0,0,0,5,annotated_sessions,full_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2872,2786,387,0.4460577080026269,0.01813049093658918,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.4800000000000001,0.8653984206748025,0.6002387662214672,0.18205128205128204,0.5590551181102362,0.2746615087040619,0.8727675729138595,0.22376186401098974,0.10491674430810945,2340,319,56,71,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.015889749993220903,0.0019498234012596074,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.44000000000000006,0.9633883704235463,0.6795939168711214,0.8378378378378378,0.2440944881889764,0.3780487804878049,0.9759929877136926,0.6809055081473327,0.02567571256790857,2653,6,96,31,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.2595410830108449,0.018754486716929048,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.32000000000000006,0.9745154343144293,0.8541076163397463,0.71875,0.7244094488188977,0.7215686274509804,0.9816667801819997,0.7858154306282097,0.018808463957338574,2623,36,35,92,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,RandomForest,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.3184447500098031,0.013791292897701044,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2786,0.04558506819813352,0.1,0.9662598707824839,0.8157656288692285,0.6170212765957447,0.6850393700787402,0.6492537313432836,0.9542631917155523,0.6736056578035436,0.026673968234526262,2605,54,40,87,5,annotated_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,2606,653,2786,0.4240141249902081,0.0031385947620494146,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.24000000000000005,1.0,0.5,0.0,0.0,0.0,,,5.573465699470759e-05,724,0,0,0,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.014192000002367422,0.0026820317789968823,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.4000000000000001,1.0,0.5,0.0,0.0,0.0,,,8.17600859174133e-11,724,0,0,0,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.17760883299342822,0.04939341714469978,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.54,1.0,0.5,0.0,0.0,0.0,,,2.9432633914193324e-08,724,0,0,0,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.30655949999345466,0.05316073896195508,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
724,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,8.415918779574103e-06,724,0,0,0,5,annotated_sessions,full_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2535,2786,724,0.3627892500080634,0.008106353591892159,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.5000000000000001,1.0,0.5,0.0,0.0,0.0,,,2.6175955749763948e-05,387,0,0,0,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.01506070799950976,0.005938415994653503,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.5200000000000001,1.0,0.5,0.0,0.0,0.0,,,3.733373299282391e-09,387,0,0,0,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.1875141249911394,0.1003341938071771,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,1.7933189765553903e-08,387,0,0,0,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,RandomForest,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.3485461250093067,0.09606610853507759,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
387,0.0,0.3400000000000001,1.0,0.5,0.0,0.0,0.0,,,2.679990989882221e-07,387,0,0,0,5,recorded_route_only,full_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,2239,561,387,0.5708474580023903,0.0934682377206176,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.4800000000000001,1.0,0.5,0.0,0.0,0.0,,,1.1114876791474474e-05,707,0,0,0,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,LogisticRegression,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.013039958997978829,0.0026930099115423764,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.4600000000000001,1.0,0.5,0.0,0.0,0.0,,,1.8203111432768863e-10,707,0,0,0,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,ExtraTrees,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.18785320800088812,0.054246640744088206,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,2.9834740053216858e-09,707,0,0,0,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,RandomForest,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.29282074999355245,0.05475595191103318,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
707,0.0,0.30000000000000004,1.0,0.5,0.0,0.0,0.0,,,3.833709871264926e-07,707,0,0,0,5,recorded_route_only,full_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,blocked_tail_20pct,platt_sigmoid,1983,497,707,0.3071670829958748,0.008394329560343625,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2148,0.04888268156424581,0.5,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.5,0.04888268156424581,0.04888268156424581,2043,0,105,0,5,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,2148,0.0,0.0,0,
2148,0.04888268156424581,0.5,0.9511173184357542,0.4874731567644954,0.0,0.0,0.0,0.5,0.04888268156424581,0.04888268156424581,2043,0,105,0,5,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,2148,0.0,0.0,0,
2148,0.04888268156424581,0.5,0.9269087523277467,0.7087829861755768,0.358695652173913,0.6285714285714286,0.45674740484429066,0.7854066149220333,0.24362226309032234,0.07309124767225327,1925,118,39,66,5,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,RuleGraph,fixed_rule_no_training,not_applicable,0,0,2148,0.0,0.0,0,
2148,0.04888268156424581,0.5,0.9422718808193669,0.7029708270140066,0.41739130434782606,0.45714285714285713,0.43636363636363634,0.7121739738479826,0.21734376626531107,0.05772811918063315,1976,67,57,48,5,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,RuleEuclidean,fixed_rule_no_training,not_applicable,0,0,2148,0.0,0.0,0,
387,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,387,0,0,0,5,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,387,0.0,0.0,0,
387,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,387,0,0,0,5,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,387,0.0,0.0,0,
387,0.0,0.5,0.9819121447028424,0.4954367666232073,0.0,0.0,0.0,,,0.01808785529715762,380,7,0,0,5,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,RuleGraph,fixed_rule_no_training,not_applicable,0,0,387,0.0,0.0,0,
387,0.0,0.5,0.9844961240310077,0.49609375,0.0,0.0,0.0,,,0.015503875968992248,381,6,0,0,5,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,RuleEuclidean,fixed_rule_no_training,not_applicable,0,0,387,0.0,0.0,0,
1159,0.023295944779982744,0.5,0.9767040552200172,0.49410737669140115,0.0,0.0,0.0,0.5,0.023295944779982744,0.023295944779982744,1132,0,27,0,5,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,1159,0.0,0.0,0,
1159,0.023295944779982744,0.5,0.9767040552200172,0.49410737669140115,0.0,0.0,0.0,0.5,0.023295944779982744,0.023295944779982744,1132,0,27,0,5,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,1159,0.0,0.0,0,
1159,0.023295944779982744,0.5,0.9197584124245038,0.6622547683283355,0.225,1.0,0.3673469387755102,0.9589222614840989,0.225,0.08024158757549611,1039,93,0,27,5,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,RuleGraph,fixed_rule_no_training,not_applicable,0,0,1159,0.0,0.0,0,
1159,0.023295944779982744,0.5,0.8912855910267472,0.6166281633938885,0.17218543046357615,0.9629629629629629,0.29213483146067415,0.9262694673472057,0.16667100506788748,0.10871440897325281,1007,125,1,26,5,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,RuleEuclidean,fixed_rule_no_training,not_applicable,0,0,1159,0.0,0.0,0,
2786,0.04558506819813352,0.5,0.9544149318018664,0.48833792470156107,0.0,0.0,0.0,0.5,0.04558506819813352,0.04558506819813352,2659,0,127,0,5,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,2786,0.0,0.0,0,
2786,0.04558506819813352,0.5,0.9544149318018664,0.48833792470156107,0.0,0.0,0.0,0.5,0.04558506819813352,0.04558506819813352,2659,0,127,0,5,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,2786,0.0,0.0,0,
2786,0.04558506819813352,0.5,0.9041636755204594,0.6412652376021848,0.24452554744525548,0.5275590551181102,0.3341645885286783,0.7248551198869978,0.1505379194544892,0.09583632447954056,2452,207,60,67,5,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,RuleGraph,fixed_rule_no_training,not_applicable,0,0,2786,0.0,0.0,0,
2786,0.04558506819813352,0.5,0.8801148600143575,0.6119485892057349,0.19825072886297376,0.5354330708661418,0.28936170212765955,0.7160053658204345,0.12732731170371728,0.1198851399856425,2384,275,59,68,5,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,RuleEuclidean,fixed_rule_no_training,not_applicable,0,0,2786,0.0,0.0,0,
724,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,724,0,0,0,5,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,724,0.0,0.0,0,
724,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,724,0,0,0,5,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,724,0.0,0.0,0,
724,0.0,0.5,0.994475138121547,0.4986149584487535,0.0,0.0,0.0,,,0.0055248618784530384,720,4,0,0,5,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,RuleGraph,fixed_rule_no_training,not_applicable,0,0,724,0.0,0.0,0,
724,0.0,0.5,0.994475138121547,0.4986149584487535,0.0,0.0,0.0,,,0.0055248618784530384,720,4,0,0,5,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,RuleEuclidean,fixed_rule_no_training,not_applicable,0,0,724,0.0,0.0,0,
1732,0.11085450346420324,0.38000000000000006,0.9041570438799076,0.6038470017636685,0.90625,0.15104166666666666,0.25892857142857145,0.9204883658008658,0.6540779203962301,0.08635124423573357,1537,3,163,29,10,all_sessions,full_graph,S1_LOW_SOC_STRESS,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.017634000003454275,0.0012403770156207926,43,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.42000000000000004,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.9761312905844155,0.7244357132104907,0.10853698076205001,1540,0,192,0,10,all_sessions,full_graph,S1_LOW_SOC_STRESS,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.18660104100126773,0.022438726905872078,43,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.36000000000000004,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.9765354437229437,0.7194250415820276,0.09880819011062038,1540,0,192,0,10,all_sessions,full_graph,S1_LOW_SOC_STRESS,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.3312757499952568,0.022671622403009576,43,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.42000000000000004,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.9745654085497836,0.7448534272545857,0.09023633458001241,1540,0,192,0,10,all_sessions,full_graph,S1_LOW_SOC_STRESS,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,3374,1045,1732,0.37281154200900346,0.004345000580095151,43,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.2,0.9838709677419355,0.4959349593495935,0.0,0.0,0.0,,,0.0034121340094832274,244,4,0,0,10,all_sessions,full_graph,S2_HIGH_SOC_CONTROL,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.016638250002870336,0.007402552411452146,43,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.28,1.0,0.5,0.0,0.0,0.0,,,3.232336069974278e-05,248,0,0,0,10,all_sessions,full_graph,S2_HIGH_SOC_CONTROL,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.1893383749993518,0.15734862098460942,43,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.36000000000000004,1.0,0.5,0.0,0.0,0.0,,,1.5702487689827788e-06,248,0,0,0,10,all_sessions,full_graph,S2_HIGH_SOC_CONTROL,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.35911674999806564,0.1651162621137994,43,command_mismatch_share_10s|command_mismatch_share_30s
248,0.0,0.38000000000000006,1.0,0.5,0.0,0.0,0.0,,,1.4022836665411866e-05,248,0,0,0,10,all_sessions,full_graph,S2_HIGH_SOC_CONTROL,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3356,2547,248,0.4218116659903899,0.02418128221301407,43,command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.22000000000000003,0.8956937799043062,0.585512119326514,0.14814814814814814,0.48484848484848486,0.22695035460992907,0.8169840699484968,0.22278011516818724,0.033327411517507614,920,92,17,16,10,all_sessions,full_graph,S3_MEDIUM_SOC_WHOLETESTING,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.012689665993093513,0.0018862038366184637,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.32000000000000006,0.8947368421052632,0.5897924517528834,0.15315315315315314,0.5151515151515151,0.2361111111111111,0.9283746556473829,0.5081876777501795,0.041291274394855686,918,94,16,17,10,all_sessions,full_graph,S3_MEDIUM_SOC_WHOLETESTING,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.1898043340042932,0.03804625166551116,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.32000000000000006,0.9138755980861244,0.6082816873250699,0.1797752808988764,0.48484848484848486,0.26229508196721313,0.9091507965025751,0.4963442130383542,0.040826875113951215,939,73,17,16,10,all_sessions,full_graph,S3_MEDIUM_SOC_WHOLETESTING,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.3099435420008376,0.038041347377648374,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
1045,0.031578947368421054,0.6200000000000001,0.9665071770334929,0.713588773776243,0.4666666666666667,0.42424242424242425,0.4444444444444444,0.8191100730626422,0.44814761918236473,0.035498504281688444,996,16,19,14,10,all_sessions,full_graph,S3_MEDIUM_SOC_WHOLETESTING,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,2559,2547,1045,0.3388415000081295,0.006235726319730246,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.14,0.9128386336866903,0.7119658903355951,0.526595744680851,0.4267241379310345,0.4714285714285714,0.9389830192894913,0.5559445091635793,0.06472967129254313,2226,89,133,99,10,all_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,LogisticRegression,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.012589207995915785,0.0009089289367923671,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.28,0.9246171967020024,0.676110442905511,0.7380952380952381,0.2672413793103448,0.3924050632911392,0.9690604751619871,0.7189499460710947,0.05915362319055314,2293,22,170,62,10,all_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,ExtraTrees,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.18969329100218602,0.016202231251419286,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.30000000000000004,0.9312917157440126,0.6967050419533359,0.88,0.28448275862068967,0.42996742671009774,0.9633853429656661,0.7607465335986174,0.05784071126569126,2306,9,166,66,10,all_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,RandomForest,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.3234369169949787,0.01645594464187537,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
2547,0.09108755398508049,0.36000000000000004,0.9383588535531998,0.7374787047218894,0.9310344827586207,0.34913793103448276,0.5078369905956113,0.9426361063528711,0.7782905240720884,0.053788642686472946,2309,6,151,81,10,all_sessions,full_graph,S4_SAFETY_RICH_NAVEEN12,HistGradientBoosting,session:S3_MEDIUM_SOC_WHOLETESTING,platt_sigmoid,2559,1045,2547,0.3484082499926444,0.00310913152697642,40,current_ma|wheel_mean|wheel_abs_diff|command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.24000000000000005,0.9740932642487047,0.49343832020997375,0.0,0.0,0.0,,,0.006027880180047488,564,15,0,0,10,all_sessions,full_graph,S5_REAL_TMS_JULY10,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.015521249995799735,0.0032558290260507757,43,command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.26,1.0,0.5,0.0,0.0,0.0,,,0.00022264738238266622,579,0,0,0,10,all_sessions,full_graph,S5_REAL_TMS_JULY10,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.19989520900708158,0.06910578583689674,43,command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.5200000000000001,1.0,0.5,0.0,0.0,0.0,,,3.764965198949683e-06,579,0,0,0,10,all_sessions,full_graph,S5_REAL_TMS_JULY10,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.3537948330049403,0.06909837305609343,43,command_mismatch_share_10s|command_mismatch_share_30s
579,0.0,0.18000000000000002,1.0,0.5,0.0,0.0,0.0,,,1.8054543698159147e-05,579,0,0,0,10,all_sessions,full_graph,S5_REAL_TMS_JULY10,HistGradientBoosting,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,3025,2547,579,0.39503429099568166,0.010332542319584232,43,command_mismatch_share_10s|command_mismatch_share_30s
1732,0.11085450346420324,0.5,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.5,0.11085450346420324,0.11085450346420324,1540,0,192,0,10,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,1732,0.0,0.0,0,
1732,0.11085450346420324,0.5,0.8891454965357968,0.4706601466992665,0.0,0.0,0.0,0.5,0.11085450346420324,0.11085450346420324,1540,0,192,0,10,all_sessions,engineering_baseline,S1_LOW_SOC_STRESS,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,1732,0.0,0.0,0,
248,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,248,0,0,0,10,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,248,0.0,0.0,0,
248,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,248,0,0,0,10,all_sessions,engineering_baseline,S2_HIGH_SOC_CONTROL,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,248,0.0,0.0,0,
1045,0.031578947368421054,0.5,0.968421052631579,0.4919786096256685,0.0,0.0,0.0,0.5,0.031578947368421054,0.031578947368421054,1012,0,33,0,10,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,1045,0.0,0.0,0,
1045,0.031578947368421054,0.5,0.968421052631579,0.4919786096256685,0.0,0.0,0.0,0.5,0.031578947368421054,0.031578947368421054,1012,0,33,0,10,all_sessions,engineering_baseline,S3_MEDIUM_SOC_WHOLETESTING,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,1045,0.0,0.0,0,
2547,0.09108755398508049,0.5,0.9089124460149195,0.4761415055532703,0.0,0.0,0.0,0.5,0.09108755398508049,0.09108755398508049,2315,0,232,0,10,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,2547,0.0,0.0,0,
2547,0.09108755398508049,0.5,0.9089124460149195,0.4761415055532703,0.0,0.0,0.0,0.5,0.09108755398508049,0.09108755398508049,2315,0,232,0,10,all_sessions,engineering_baseline,S4_SAFETY_RICH_NAVEEN12,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,2547,0.0,0.0,0,
579,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,579,0,0,0,10,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,AlwaysNegative,fixed_rule_no_training,not_applicable,0,0,579,0.0,0.0,0,
579,0.0,0.5,1.0,0.5,0.0,0.0,0.0,,,0.0,579,0,0,0,10,all_sessions,engineering_baseline,S5_REAL_TMS_JULY10,PersistenceH0,fixed_rule_no_training,not_applicable,0,0,579,0.0,0.0,0,
1189,0.2926829268292683,0.24000000000000005,0.7830109335576114,0.7247566648003789,0.6530612244897959,0.5517241379310345,0.5981308411214953,0.7677163201989968,0.5923240673308641,0.1707848414314634,739,102,156,192,20,all_sessions,full_graph,S1_LOW_SOC_STRESS,LogisticRegression,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,1305,2150,1189,0.009434332998353057,0.0016803330519762206,43,command_mismatch_share_10s|command_mismatch_share_30s
1189,0.2926829268292683,0.32000000000000006,0.832632464255677,0.7728434814582271,0.8225108225108225,0.5459770114942529,0.6563039723661486,0.8021888282969097,0.6483573402117887,0.16868638847719059,800,41,158,190,20,all_sessions,full_graph,S1_LOW_SOC_STRESS,ExtraTrees,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,1305,2150,1189,0.16530629100452643,0.034690285953841916,43,command_mismatch_share_10s|command_mismatch_share_30s
1189,0.2926829268292683,0.32000000000000006,0.8267451640033642,0.7551326039317305,0.8585858585858586,0.4885057471264368,0.6227106227106227,0.8358686293000943,0.6973303286871742,0.16737833682568987,813,28,178,170,20,all_sessions,full_graph,S1_LOW_SOC_STRESS,RandomForest,session:S4_SAFETY_RICH_NAVEEN12,platt_sigmoid,1305,2150,1189,0.28305250000266824,0.03351307064762826,43,command_mismatch_share_10s|command_mismatch_share_30s
